prod-id,cat-id,sub-cat-id,name-eng,model,model-sub-title,model-title,product-specification,technical-specification,features,home,video,pdf,brochure-pdf,user-manual-pdf,is-show-24-month-icon,is-show-12-month-icon,is-show-nsic-icon,is-show-fmtti-icon,is-show-german-icon,banner-image,specification-dark-img,specification-light-img,ft,hc,ordering,meta-title,meta-desc,fast-movinng-pdf,workshop-pdf,specification-left-img
47,5,31,PRESSURE WASHER HOME USE,BON-E-PW-2000W,PRESSURE WASHER HOME USE,POWER 2000 W,"[[""Power"","" 2000 W""],[""Voltage"",""127 volts""],[""Frequency"",""60 Hz""],[""Motor"",""brush motor""],[""Working pressure"",""100 bar""],[""Maximum pressure"",""150b""],[""Flow"",""6.0L \/ min""]]","&lt;ul&gt;
	&lt;li&gt;&lt;strong&gt;Compact and Lightweight Design,&lt;/strong&gt; Easy to move and store due to a compact build.&lt;/li&gt;
	&lt;li&gt;Equipped with a &lt;strong&gt; variable spray nozzle&lt;/strong&gt; for switching between high-pressure jets and wider sprays.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Water filter: &lt;/strong&gt;Protects the pump from debris in the water supply.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Wheels and handle: &lt;/strong&gt;Many models include ergonomic handles and wheels for easy transportation.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Eco-Friendly Operation:&lt;/strong&gt; Consumes less water compared to standard garden hoses, using approximately &lt;strong&gt; 50-70% less water. &lt;/strong&gt;&lt;/li&gt;
&lt;/ul&gt;
",,0,,,BON-E-PW-2000W.pdf,,No,Yes,No,No,Yes,,specification-dark-1747312127-d97071f9aefbf6125b47.webp,specification-light-1736333769-4e16e3cf870997d2ad27.webp,350,865,3,,,,,specification-left-1736333394-b42a7fb00de8379bcf8d.webp
49,5,33,DIRECT DRIVEN AIR COMPRESSOR,BON-P-DDAC-50L,DIRECT DRIVEN AIR COMPRESSOR,CAPACITY 50L,"[["" Motor"",""2 HP \/ 1.5 kw""],[""Tank capacity"",""50 l \/ 13.3 gal""],[""Speed \u200b\u200b(rpm)"",""3400 rpm""],[""Compressor type"",""piston""],[""Voltage"",""220 volts""],[""Frequency"",""60 Hz""],[""Tank filling time"",""3 min 30 sec""],[""Oil volume"","" 270 Ml""],[""Maximum pressure"","" 8 bar \/ 115 psi""],[""Theoretical airflow"",""8.5 ft\u00b3\/min""],[""Capacity"",""233l\/min-8.2cfm""]]","&lt;ul&gt;
	&lt;li&gt;&lt;strong&gt;Electric-Powered:&lt;/strong&gt; Operate using electricity, making them suitable for indoor and outdoor use where electrical supply is available.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Quiet Operation:&lt;/strong&gt; Often quieter than gas-powered compressors, making them suitable for noise-sensitive environments like workshops or homes.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Sturdy Build:&lt;/strong&gt; Often constructed with durable materials like steel to withstand demanding tasks.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Thermal overload protection:&lt;/strong&gt; Includes thermal overload protection, pressure relief valves, and automatic shut-off to prevent overloading and overheating.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;User-Friendly Design:&lt;/strong&gt; Equipped with pressure gauges, easy-access controls, and automatic shut-off features&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;BON-P-DDAC-50L&lt;/h2&gt;

&lt;p&gt;With a little help of electricity, air compressors can store the air in a tank by compressing it. The compressed air comes handy in numerous pneumatic tasks (any task or tool that needs a quick burst of compressed air). Your tasks could be operating a pneumatic tool or to spray paint your imagination. You can get one of the best available direct-driven air compressors from Bonhoeffer. These air compressors are robust and can sustain harsh working conditions.&lt;/p&gt;

&lt;h3&gt;Direct-driven air compressor should be your go to choice&lt;/h3&gt;

&lt;p&gt;while operating that means more money is saved. In maintenance, you just need to take care of a few components. BON-P-DDAC-50L is the direct-driven air compressor with 50L tank capacity. With bigger tank capacity you can enjoy your tasks like dusting and cleaning, tyre inflation, spray painting etc for a longer period. Bigger tank says only one thing &amp;ldquo;Are you tired? Because I am not&amp;rdquo;. In terms of portability, you can move around the machine easily. Thanks to strong and durable wheels. You need 100 PSI pressure to perform most of your tasks, but Bonhoeffer gives 115 PSI with this machine.&lt;/p&gt;
",2,,BON-P-DDAC-50L.pdf,BON-P-DDAC-50L.pdf,,No,Yes,No,No,Yes,,specification-dark-1723203465-35ce68f7117901a39bbb.webp,specification-light-1723620855-b04ad50cdf557017feac.webp,160,400,2,BON-P-DDAC-50L [ Best Air Compressor For Industrial Use ],"An air compressor is a device that sucks air from the atmosphere, compress it and then stores it in a tank.",,,specification-left-1723620844-dc23cd802b060702a7a6.webp
50,5,34,VACUUM CLEANER COMMERCIAL GRADE,BON-VC-1400W-30L,VACUUM CLEANER COMMERCIAL GRADE,CAPACITY 30L,"[[""Power (W)"",""1400W copper motor""],[""Tank capacity (L)"",""30 l""],[""Function"",""3 in 1 Wet and Dry Vacuum Cleaner with Blower""],[""Suitable for"",""car wash place\/garage\/factory""],[""Voltage"",""220 V (127 V optional)""],[""Tank material"",""stainless steel""],[""Suction (Kpa)"",""17kpa""],[""Cable length (M)"","" 4 m""],[""Hose length (M)"",""1.5m""],[""Filter"",""Hepa Filter""],[""Noise (Db (A))"",""80db (A)""],[""Features"",""equipped with wheel and handle""],[""Power Options"",""1200w\/1600w""]]",,,0,,,,,No,Yes,No,No,Yes,,BON-VC-1400W-30L-en.png,,,,1,,,,,
51,5,34,VACUUM CLEANER COMMERCIAL GRADE,BON-VC-1400W-50L,VACUUM CLEANER COMMERCIAL GRADE,CAPACITY 50L,"[[""Power (W)"",""1400W copper motor""],[""Tank capacity (L)"",""50 l""],[""Function"",""Wet and dry vacuum cleaner""],[""Suitable for"",""car wash place\/garage\/factory""],[""Voltage"",""220 V (127 V optional)""],[""Tank material"",""stainless steel""],[""Suction (Kpa)"",""17kpa""],[""Cable length (M)"","" 4 m""],[""Hose length (M)"","" 1.5 m""],[""Filter"",""Hepa Filter""],[""Noise (Db (A))"","" 80db (A)""],[""Features"",""equipped with wheel and handle""],[""Power Options"",""1200w \/ 1600w""]]",,,0,,BON-VC-1400W-50L.pdf,BON-VC-1400W-50L-single.pdf,,No,Yes,No,No,Yes,,specification-dark-1656783319-a89b0760e995711b9da5.png,,135,340,2,,,,,
52,6,35,KNAPSACK SPRAYER,BON-P-KS26,KNAPSACK SPRAYER,DESPLAZAMIENTO 26 CC,"[[""Engine"",""1.2 HP (2 Stroke)""],[""Tank capacity"",""25 liters""],[""Oil tank capacity"",""0,6 liters""],[""Working pressure"",""73-363 PSI""],[""Maximum pressure"",""508 PSI""],[""Suction pressure"",""10 (Liters \/ min)""],[""Spray volume"",""5-8 (Liters \/ min)""],[""Pump type"",""High pressure plunger pump""],[""Pump material"",""Brass Nylon""],[""Start System"",""Retractable""],[""Weight"",""9.5 KG""]]","&lt;ul&gt;
	&lt;li&gt;&lt;strong&gt;Power Source:&lt;/strong&gt; Uses a gasoline-oil mix for fuel, providing high power output with minimal weight.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Automatic Pressure Generation:&lt;/strong&gt; The engine drives the pump, maintaining consistent pressure.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Ergonomic Design:&lt;/strong&gt; Padded, adjustable straps for user comfort during prolonged use.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Throttle Control:&lt;/strong&gt; Allows adjustment of engine speed for precise spraying.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Multiple Nozzle Attachments:&lt;/strong&gt; Adjustable nozzles (mist, jet, fan, or cone) for different spraying needs For varied spraying applications.&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;Efficient and Versatile Spraying Solution&lt;/h2&gt;

&lt;p&gt;The Knapsack Sprayer is designed to make spraying tasks easier and more efficient. Whether you are working in agriculture, horticulture, or pest control, this sprayer delivers the power and performance needed to cover large areas with minimal effort. With a sturdy build and ergonomic design, it&amp;rsquo;s an essential tool for professionals who require precision and durability in their equipment. Bonhoeffer provides Knapsack Sprayer with high-capacity tank allows for extended use, making it ideal for large-scale operations.&lt;/p&gt;

&lt;h3&gt;Designed and Engineered for Maximum Performance&lt;/h3&gt;

&lt;p&gt;Powered by a 1.2 HP 2-stroke engine, the Bonhoeffer Knapsack Sprayer BON-P-KS26 offers strong and consistent performance. Its 25-liter tank capacity ensures fewer refills, while the 0.6-liter oil tank supports efficient engine operation. With a working pressure range of 73-363 PSI and a maximum pressure of 508 PSI, this sprayer is capable of handling demanding tasks. The high-pressure plunger pump, made from durable brass nylon, ensures a spray volume of 5-8 litres per minute, with a suction pressure of 10 litres per minute. Weighing just 9.5 kg, it&amp;rsquo;s lightweight yet powerful, equipped with a retractable start system for easy operation.&lt;/p&gt;
",0,https://www.youtube.com/embed/uCJQhcxappw,BON-P-KS26.pdf,BON-P-KS26.pdf,BON-P-KS26.pdf,No,Yes,No,No,Yes,product-banner-1647454733-275e1fec5eb1f9961381.jpg,specification-dark-1723463401-38ec100ebd8797b84c8f.webp,specification-light-1723461059-9564a31d5acf8b30a2c0.webp,,,1,Knapsack Sprayer,The Knapsack Sprayer is designed to make spraying tasks easier and more efficient.,BON-P-KS26.pdf,,specification-left-1723461044-79e99f2064081108fb5c.webp
53,6,35,KNAPSACK SPRAYER,BON-P-KS37,KNAPSACK SPRAYER,"DISPLACEMENT 37 CC - 4 STROKE
","[[""Engine"",""1.6 HP (4 Stroke)""],[""Water Tank capacity"",""25 liters""],[""Pump Oil tank capacity"",""0.65 liters""],[""Working pressure"",""73-363 PSI""],[""Maximum pressure"",""508 PSI""],[""Spray volume"",""5-8 (Liters \/ min)""],[""Pump type"",""High pressure plunger pump""],[""Pump material"",""Brass Nylon""],[""Start System"",""Retractable""],[""Weight"",""12.30 KG""]]","&lt;ul&gt;
	&lt;li&gt;&lt;strong&gt;Engine Type&lt;/strong&gt;: Equipped with a four-stroke engine, offering &lt;strong&gt;better fuel efficiency&lt;/strong&gt; and &lt;strong&gt;lower emissions &lt;/strong&gt;compared to two-stroke engines.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Durability&lt;/strong&gt;: Known for &lt;strong&gt;longer lifespan&lt;/strong&gt; due to reduced engine wear and tear.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Low Noise &amp;amp; Vibration&lt;/strong&gt;: Operates with &lt;strong&gt;less noise&lt;/strong&gt; and &lt;strong&gt;vibration&lt;/strong&gt;, providing user comfort during prolonged use.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Tank Capacity&lt;/strong&gt;: Typically ranges between &lt;strong&gt;15 to 25 liters&lt;/strong&gt;, suitable for medium to large areas.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Consistent Spray Pressure&lt;/strong&gt;: Delivers &lt;strong&gt;steady, reliable pressure&lt;/strong&gt; for uniform spraying.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Easy Maintenance&lt;/strong&gt;: Requires less frequent maintenance than two-stroke models.&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;Power-Packed Performance for Precision Spraying&lt;/h2&gt;

&lt;p&gt;The Knapsack Sprayer is built to deliver high efficiency and accuracy in all your spraying tasks. Designed for agricultural, landscaping, and pest control applications, this sprayer offers reliable performance with minimal downtime. Its durable construction and ergonomic design make it an essential tool for professionals handling large-scale operations. Bonhoeffer&amp;rsquo;s Knapsack Sprayer ensures that you can cover extensive areas without frequent refills, boosting productivity and reducing strain during long jobs.&lt;/p&gt;

&lt;h3&gt;High Efficiency with Superior Features&lt;/h3&gt;

&lt;p&gt;Equipped with a 1.6 HP 4-stroke engine, BON-P-KS37 model of the Knapsack Sprayer offers enhanced power for tackling tough tasks. The robust 25-liter tank supports longer spraying sessions, while the 0.65-liter oil tank keeps the engine running smoothly. Operating within a pressure range of 73-363 PSI, and reaching a maximum of 508 PSI, this sprayer delivers the force needed for precise and efficient application. The high-pressure plunger pump, crafted from brass nylon, provides a spray volume of 5-8 litres per minute, ensuring consistent performance.&lt;/p&gt;
",0,https://www.youtube.com/embed/uCJQhcxappw,BON-P-KS37.pdf,BON-P-KS37.pdf,BON-P-KS37.pdf,No,Yes,No,No,Yes,,specification-dark-1723463433-623f8c6c0f0ea6604465.webp,specification-light-1723461377-e705ef8483ada861bc87.webp,,,2,BON-P-KS37,The Knapsack Sprayer is built to deliver high efficiency and accuracy in all your spraying tasks.,BON-P-KS37.pdf,,specification-left-1723461362-55c85289ffd43fa0a127.webp
54,6,36,MANUAL SPRAYER,BON-P-MS20L-JB,MANUAL SPRAYER,"CAPACITY 20L - BRASS PUMP
","[[""Capacity"",""20 Litres (WITH BRASS PUMP)""],[""Operation"","" Manual ""],[""Working Pressure"",""0.3-0.4MPA""],[""Material"",""PP. PHYSICAL EDUCATION""]]","&lt;ul&gt;
	&lt;li&gt;&lt;strong&gt;Hand-Powered Operation&lt;/strong&gt;: Uses a pump handle to create pressure.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Lightweight and Portable:&lt;/strong&gt; Suitable for small-scale tasks.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Low Cost&lt;/strong&gt;: Economical and easy to maintain.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Adjustable Nozzles&lt;/strong&gt;: Allows various spray patterns.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Simple Design&lt;/strong&gt;: Easy to use and repair.&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;BON-P-MS20L-JB Manual Sprayer with Brass Pump - 20 Litres&lt;/h2&gt;

&lt;p&gt;Elevate your spraying tasks with the BON-P-MS20L-JB Manual Sprayer, boasting a substantial 20-litre capacity and a high-quality brass pump for enhanced durability and performance. Designed for extensive use, this sprayer is ideal for large-scale applications such as agricultural work or extensive cleaning projects. The manual operation provides precise control, while the working pressure range of 0.3-0.4 MPA ensures a steady and reliable spray, tailored to meet your specific needs.&lt;/p&gt;

&lt;h3&gt;Efficient and Easy Maintenance&lt;/h3&gt;

&lt;p&gt;Crafted from robust polypropylene (PP), the BON-P-MS20L-JB is built to endure the demands of frequent use and resist corrosion. Its design is geared towards efficiency and ease of maintenance, making it a dependable tool for various tasks. Whether you&amp;#39;re managing large areas or tackling heavy-duty applications, this sprayer combines capacity and functionality to deliver excellent results.&lt;/p&gt;
",0,https://www.youtube.com/embed/l3pB4GKGgFo,BON-P-MS20L-JB.pdf,BON-P-MS20L-JB.pdf,BON-P-MS20L-JB.pdf,No,Yes,No,No,Yes,product-banner-1647454966-09d62609189f87c11e94.jpg,specification-dark-1724837991-180d857dd284681e294d.webp,specification-light-1723639117-7a57db96895348e1ec0d.webp,610,1515,1,BON-P-MS20L-JB – Buy Best Manual Sprayers by Bonhoeffer ,BON-P-MS20L-JB is the best quality manual sprayers by Bonhoeffer Machines with 20L tank capacity. ,BON-P-MS20L-JB.pdf,,specification-left-1723639107-2f327b9daff070d40334.webp
55,6,36,MANUAL SPRAYER,BON-P-MS20L-JP,MANUAL SPRAYER,CAPACITY 20L,"[[""Capacity"",""20 Liters""],[""Operation"",""Manual""],[""Pump Type"","" Plastic""],[""Working Pressure"",""0,3-0,4MPA""],["" Material"",""PP. PHYSICAL EDUCATION""]]","&lt;ul&gt;
	&lt;li&gt;&lt;strong&gt;Hand-Powered Operation&lt;/strong&gt;: Uses a pump handle to create pressure.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Lightweight and Portable:&lt;/strong&gt; Suitable for small-scale tasks.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Low Cost&lt;/strong&gt;: Economical and easy to maintain.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Adjustable Nozzles&lt;/strong&gt;: Allows various spray patterns.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Simple Design&lt;/strong&gt;: Easy to use and repair.&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;Elevate Your Farming with Bonhoeffer Manual Sprayers&lt;/h2&gt;

&lt;p&gt;A manual sprayer is a handheld device used for applying pesticides, herbicides, or fertilizers to crops and plants. It operates through a simple pump mechanism that generates pressure, allowing for even distribution of liquids. Ideal for small to medium-sized farms, it offers precision and control in targeting specific areas. Manual sprayers are lightweight, portable, and cost-effective, making them a popular choice among farmers. Bonhoeffer provides high-quality manual sprayers to enhance your farming efficiency.&lt;/p&gt;

&lt;h3&gt;Manual sprayers are perfect for efficient, precise crop treatment.&lt;/h3&gt;

&lt;p&gt;The BON-P-MS20L-JP manual sprayer boasts a generous 20-liter capacity, making it perfect for efficiently covering larger areas without the need for constant refills. Its manual operation ensures simplicity and ease of use, allowing farmers to maintain precise control during application. Equipped with a durable plastic pump, it offers reliable performance while remaining lightweight for comfortable handling. Operating at a working pressure of 0.3-0.4 MPA, this sprayer ensures effective and even distribution of liquids, making it an essential tool for crop protection and nourishment.&lt;/p&gt;
",0,https://www.youtube.com/embed/l3pB4GKGgFo,BON-P-MS20L-JP.pdf,BON-P-MS20L-JP.pdf,BON-P-MS20L-JP.pdf,No,Yes,No,No,Yes,,specification-dark-1724838792-9de48003a3a770dbee1b.webp,specification-light-1724757814-46c6bd041477ce4c69d0.webp,485,1205,2,BON-P-MS20L-JP Manual Sprayer by Bonhoeffer,"Bonhoeffer manual sprayers with a 20-liter capacity, lightweight design, and reliable performance for efficient crop treatment and protection on your farm.",BON-P-MS20L-JP.pdf,,specification-left-1724757804-10eacc762b917c506988.webp
57,6,35,KNAPSACK SPRAYER,BON-P-MS16L,MANUAL SPRAYER,CAPACITY 16L,"[[""Capacidad"",""16 Litros""],["" Operaci\u00f3n"","" Manual ""],[""Tipo de bomba "",""pl\u00e1stico""],[""Presi\u00f3n de trabajo"",""0,3-0,4MPA""],[""Material"",""PP. EDUCACI\u00d3N F\u00cdSICA""]]",,,0,https://www.youtube.com/embed/l3pB4GKGgFo,KNAPSACK SPRAYER HIGH ROTATION PARTS.pdf,,,No,Yes,Yes,Yes,Yes,,,,550,1380,4,,,,,
59,6,36,MANUAL SPRAYER,BON-P-MS2L,MANUAL SPRAYER,CAPACITY 2L,"[[""Capacity"",""2 Litres""],[""Operation"","" Manual ""],[""Working Pressure"","" 2-4PA""],[""Material"",""PP""]]","&lt;ul&gt;
	&lt;li&gt;&lt;strong&gt;Hand-Powered Operation&lt;/strong&gt;: Uses a pump handle to create pressure.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Lightweight and Portable:&lt;/strong&gt; Suitable for small-scale tasks.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Low Cost&lt;/strong&gt;: Economical and easy to maintain.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Adjustable Nozzles&lt;/strong&gt;: Allows various spray patterns.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Simple Design&lt;/strong&gt;: Easy to use and repair.&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;BON-P-MS2L Manual Sprayer - 2 Litres&lt;/h2&gt;

&lt;p&gt;Efficient and user-friendly, the BON-P-MS2L Manual Sprayer offers a 2-litre capacity for versatile applications. Operating within a pressure range of 2-4 PA, this sprayer is crafted from durable polypropylene (PP), ensuring reliable performance and longevity for various tasks. Ideal for gardening, cleaning, and more, its manual operation makes it a practical choice for precise control and ease of use.&lt;/p&gt;
",0,https://www.youtube.com/embed/l3pB4GKGgFo,BON-P-MS2L.pdf,BON-P-MS2L.pdf,,No,Yes,No,No,Yes,,,specification-light-1724755794-5001f923173b48342b06.webp,4575,11350,6,Best Manual Sprayers & Premium Range – Bonhoeffer Machines ,"Efficient and user-friendly, the BON-P-MS2L Manual Sprayer offers a 2-litre capacity for versatile applications.",BON-P-MS2L.pdf,,specification-left-1724755783-c26da3f5022751cecd4f.webp
60,6,37,STATIONARY FUMIGATION,BON-P-SF-5.5-22,STATIONARY FUMIGATION,POWER 6.5 HP (22 MM PISTON) ,"[[""Motor"",""5,5HP""],["" N\u00famero de \u00e9mbolo * di\u00e1metro * carrera"",""3 * 22 * 16 mm""],["" Longitud del \u00e9mbolo (mm) "","" 129 mm""]]",,,0,,STATIONARY FUMIGATION HIGH ROTATION PARTS.pdf,,,No,Yes,Yes,Yes,Yes,,specification-dark-1656782835-c0d65a281a7a748a7771.png,,120,300,1,,,,,
61,6,37,STATIONARY FUMIGATION,BON-P-SF-6.5-30,STATIONARY FUMIGATION,POWER 6.5 HP (30 MM PISTON),"[["" Motor"",""6,5HP""],[""N\u00famero de \u00e9mbolo * di\u00e1metro * carrera"",""3 * 30 * 20 mm""],[""Longitud del \u00e9mbolo (mm)"","" 140 mm""]]",,,0,,BON-P-SF-6.5-30.pdf,,,No,Yes,Yes,Yes,Yes,,,,,,2,,,,,
62,6,37,STATIONARY FUMIGATION,BON-P-SF-5.5-22-50M,STATIONARY FUMIGATION,POWER 6.5 HP (22 MM-50M PISTON),"[[""Motor"",""5,5HP""],["" N\u00famero de \u00e9mbolo * di\u00e1metro * carrera "",""3 * 22 * 16 mm""],[""Longitud del \u00e9mbolo (mm)"",""129 mm""],[""Longitud de la manguera"",""50 metros""]]",,,0,,STATIONARY FUMIGATION HIGH ROTATION PARTS.pdf,,,No,Yes,Yes,Yes,Yes,,specification-dark-1656782930-2d0e625192300ebd9355.png,,120,300,3,,,,,
63,6,37,STATIONARY FUMIGATION,BON-P-SF-6.5-30-50M,STATIONARY FUMIGATION,POWER 6.5 HP (30 MM-50M PISTON),"[[""Motor"",""6,5HP""],[""N\u00famero de \u00e9mbolo * di\u00e1metro * carrera"",""3 * 30 * 20 mm""],[""Longitud del \u00e9mbolo (mm)"",""140 mm""],[""Longitud de la manguera"",""50 metros""],[""Ruedas "",""incluidas""]]",,,0,,STATIONARY FUMIGATION HIGH ROTATION PARTS.pdf,,,No,Yes,Yes,Yes,Yes,,BON-P-SF-6.5-30-50M-en.png,,120,300,4,,,,,
64,6,38,STATIONARY FUMIGATION WITH DIAPHRAGM,BON-P-DPS-30,STATIONARY FUMIGATION WITH DIAPHRAGM,POWER 6.5 HP,"[[""Motor"",""6,5 HP""],[""Tipo de motor"",""Cuatro tiempos""],[""Tipo de bomba"",""diafragma""],[""Cilindros"","" 2""],[""Velocidad"",""650 RPM""],[""Tasa de flujo"",""35L \/ min""],["" Presi\u00f3n de trabajo"",""40 Bar""],[""Di\u00e1metro x carrera"",""68x45 mm""],[""Sistema de arranque"",""retroceso""],[""Capacidad de aceite del motor"",""0,6 Litros""],[""Capacidad de combustible"",""3,6 Litros""]]",,,0,,FUMIGATION DIAPHRAGM HIGH ROTATION PARTS.pdf,,,No,Yes,Yes,Yes,Yes,,,,225,560,1,,,,,
65,6,38,STATIONARY FUMIGATION WITH DIAPHRAGM,BON-P-DPS-20,STATIONARY FUMIGATION WITH DIAPHRAGM,POWER 4.5 HP,"[["" Motor"",""4,5 HP""],[""Tipo de motor"",""Cuatro tiempos""],[""Tipo de bomba"",""diafragma""],[""Cilindros"",""2""],[""Velocidad"",""650 RPM""],[""Tasa de flujo"",""20L \/ min""],[""Presi\u00f3n de trabajo"",""20 Bar""],[""Sistema de arranque"",""retroceso""]]",,,0,,FUMIGATION DIAPHRAGM HIGH ROTATION PARTS.pdf,,,No,Yes,Yes,Yes,Yes,,,,430,1075,2,,,,,
66,6,39,MISTDUSTER,BON-P-MD42,MISTDUSTER,DESPLAZAMIENTO 42 CC,"[[""Maximum power"",""3HP \/ 7800r\/min""],[""Maximum range"",""12 m""],[""Liquid output"",""0 - 7 L\/min""],[""Gas tank capacity"",""1.3L""],[""Starting System"",""Manual""],[""Tank capacity"",""20 Liters""]]","&lt;ul&gt;
	&lt;li&gt;&lt;strong&gt;Mist Blower Function:&lt;/strong&gt; Capable of atomizing liquids into fine particles for effective coverage&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Multiple Applications:&lt;/strong&gt; Suitable for spraying pesticides, herbicides, fungicides, and even fertilizers.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Adjustable Carburetor:&lt;/strong&gt; Allows users to fine-tune the engine for optimal performance in different conditions, such as varying altitudes or temperatures&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Lightweight and Compact Design:&lt;/strong&gt; Easier to handle and maneuver, especially for extended use or in tight spaces&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Easy-Start System:&lt;/strong&gt; Features like a spring-assisted starter or decompression valve make starting the engine more effortless.&lt;/li&gt;
&lt;/ul&gt;
",,0,,BON-P-MD42.pdf,BON-P-MD42.pdf,NULL,No,Yes,No,No,Yes,product-banner-1647801743-4a95422166294b1b83b9.jpg,specification-dark-1726056987-e336a9e8dd0e41510342.webp,specification-light-1736334718-931f38c7ecba4cc9ebd2.webp,175,440,1,,,,,specification-left-1736334708-6e750adcc95d55efb314.webp
67,6,39,MISTDUSTER,BON-P-MD52,MISTDUSTER,DESPLAZAMIENTO 52 CC,"[[""Engine "",""4 HP""],[""Power "",""6500 r\/min""],[""Gasoline tank capacity"",""1.5 Liters""],[""Starting System"","" Manual ""],[""Tank capacity"",""14 Liters""],[""Range (m)"","" \u226512""],["" Speed"","" 6500 \u00b1 320""]]","&lt;ul&gt;
	&lt;li&gt;&lt;strong&gt;Mist Blower Function:&lt;/strong&gt; Capable of atomizing liquids into fine particles for effective coverage&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Multiple Applications:&lt;/strong&gt; Suitable for spraying pesticides, herbicides, fungicides, and even fertilizers.&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Adjustable Carburetor:&lt;/strong&gt; Allows users to fine-tune the engine for optimal performance in different conditions, such as varying altitudes or temperatures&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Lightweight and Compact Design:&lt;/strong&gt; Easier to handle and maneuver, especially for extended use or in tight spaces&lt;/li&gt;
	&lt;li&gt;&lt;strong&gt;Easy-Start System:&lt;/strong&gt; Features like a spring-assisted starter or decompression valve make starting the engine more effortless.&lt;/li&gt;
&lt;/ul&gt;
","&lt;h2&gt;Mist Duster: Precision Spraying for Large Areas&lt;/h2&gt;

&lt;p&gt;A mist duster is an essential tool for efficient and widespread spraying in agricultural and pest control applications. Designed to handle large areas, it allows users to cover significant ground with minimal effort. Ideal for tasks such as applying fertilizers, pesticides, or water to crops, the mist duster ensures even and controlled distribution. Its high-capacity tank and ergonomic design make it user-friendly, allowing operators to spray for longer periods without interruption.&lt;/p&gt;

&lt;h3&gt;Built for Precision, Durability, and Efficiency: BON-P-MD52&lt;/h3&gt;

&lt;p&gt;Equipped with a robust 4 HP engine, the BON-P-MD52 offers 6500 r/min power, ensuring effective spraying over a range of 12 meters or more. Its 1.5-liter gasoline tank allows for extended use, while the 14-liter spray tank minimizes the need for frequent refills. Designed for reliability, this mist duster features a manual starting system for easy operation. The speed control of 6500 &amp;plusmn; 320 ensures consistent and accurate application in diverse environments. Bonhoeffer provides one of the best mist dusters you can choose from.&lt;/p&gt;
",0,https://www.youtube.com/embed/IOVEJHboV6M,BON-P-MD52.pdf,BON-P-MD52.pdf,,No,Yes,No,No,Yes,,specification-dark-1726057020-2f2f9a33942f49c6902a.webp,specification-light-1727262320-b445598460a5de9b5bcb.webp,175,440,2,BON-P-MD52 Mist Duster by Bonhoeffer,"A mist duster is designed for efficient spraying, perfect for covering large areas in agriculture, gardening, and pest control with ease and precision.",,,specification-left-1727262311-f93a96e65b5fc57b4155.webp
